AcceptedName,Family,InvasionStatus ,NativeRegion
Cleome spinosa Jacq.,Capparaceae,Casual,Tropical America
Cleome viscosa L.,Capparaceae,Invasive,Tropical America
Clerodendrum aculeatum (L.) Griseb.,Verbenaceae,Casual/Naturalised,Tropical America
Clerodendrum calamitosum L.,Verbenaceae,Cultivated,Tropical America
Clerodendrum chinense (Osb.) Mabb. ,Verbenaceae,Casual/Naturalised,China & Japan
Clerodendrum japonicum (Thunb.) Sweet ,Verbenaceae,Cultivated,China
Clerodendrum paniculatum L.,Verbenaceae,Casual,South East Asia
Clerodendrum speciosissimum C. Morren,Verbenaceae,Cultivated,Indonesia
Clerodendrum splendens G. Don ex E. James,Verbenaceae,Cultivated,Tropical Africa
Clidemia hirta (L.) D. Don,Melastomataceae,Invasive,Tropical America
Clitoria ternatea L.,Paplionaceae,Naturalised,Tropical America
Clusia rosea Jacq.,Clusiaceae,Cultivated,Tropical America
Coccoloba uvifera L.,Polygonaceae,Cultivated,Tropical America
Cocos nucifera L.,Arecaceae,Naturalised,Cryptogenic
Codiaeum variegatum (L.) Blume,Euphorbiaceae,Cultivated,Australasia
Coffea arabica L.,Rubiaceae,Cultivated,Tropical Africa
Coffea canephora Pierre ex A.Froehner ,Rubiaceae,Cultivated,Tropical Africa
Coffea liberica Bull. ex Hiern.,Rubiaceae,Cultivated,Tropical Africa
Coffea stenophylla G. Don,Rubiaceae,Cultivated,West Africa
Coix lachryma-jobi L.,Poaceae,Naturalised,South East Asia
Cola acuminata (P. Beauv.) Schott & Endl.,Sterculiaceae,Cultivated,Tropical Africa
Cola nitida (Vent.) Schott & Endl.,Sterculiaceae,Cultivated,Tropical Africa
Coldenia procumbens L.,Boraginaceae,Naturalised/Invasive,North America
Coleus blumei Benth.,Lamiaceae,Casual/Naturalised,Malayan peninsula
Colletia cruciata Gill. ex Hook,Rhamnaceae,Cultivated,South America
Colocasia esculenta (L.) Schott,Araceae,Naturalised,Pacific Islands
Colubrina asiatica Bronbn.,Rhamnaceae,Cultivated,Tropical Asia
Colvillea racemosa Boj.,Caesalpiniaceae,Cultivated,Madagascar
Combretum coccineum Lam.,Combretaceae,Cultivated,Madagascar
Combretum comosum G. Don. ,Combretaceae,Cultivated,West Tropical Africa
Combretum grandiflorum G. Don,Combretaceae,Cultivated,West Tropical Africa
Congea tomentosa Roxb.,Verbenaceae,Cultivated,South East Asia
Consolida ajacis (L.) Schur ,Ranunculaceae,Casual,Europe
Consolida ambigua Ball & Heywood,Ranunculaceae,Cultivated,Mediterranean region
Convolvulus arvensis L.,Convolvulaceae,Invasive,Temperate Europe & Asia 
Conyza bonariensis (L.) Cronq.,Asteraceae,Invasive,West Asia
Conyza canadensis (L.) Cronq.,Asteraceae,Invasive,North America
Conyza sumatrensis Walker,Asteraceae,Naturalised,South America
Corchorus aestuans L.,Tiliaceae,Invasive,Tropical America
Corchorus capsularis L.,Tiliaceae,Casual/Naturalised,Tropical America
Corchorus fascicularis Lamk.,Tiliaceae,Invasive,Tropical America
Corchorus olitorius L.,Tiliaceae,Invasive,Tropical Africa
Corchorus tridens L.,Tiliaceae,Invasive,Pantropical
Corchorus trilocularis L. ,Tiliaceae,Invasive,Cryptogenic
Cordia africana Lam.,Boraginaceae,Cultivated,Northern Africa
Cordia dentata Poir. ,Boraginaceae,Cultivated,Central America
Cordia sebestena L.,Boraginaceae,Cultivated,Central America
Cordia subcordata Lam.,Boraginaceae,Cultivated,South East Asia
Coreopsis lanceolata L.,Asteraceae,Cultivated,North America
Coreopsis stillmanii Blake,Asteraceae,Cultivated,North America
Coreopsis tinctoria Nutt.,Asteraceae,Cultivated,North America
Coriandrum sativum L.,Apiaceae,Casual/Naturalised,Mediterranean region
Coronopus didymus Sm.,Brassicaceae,Invasive,Tropical America
Corymbia calophylla Hill & Johnson ,Myrtaceae,Cultivated,Australia
Corymbia citriodora Hill & Johnson ,Myrtaceae,Naturalised,Australia
Corymbia dichromophloia Hill & Johnson,Myrtaceae,Cultivated,Australia
Corymbia maculate Hill & Johnson ,Myrtaceae,Cultivated,Australia
Corymbia torelliana Hill & Johnson ,Myrtaceae,Cultivated,Australia
Corypha umbraculifera L. ,Arecaceae,Cultivated,Tropical Africa 
Cosmos bipinnatus Cav.,Asteraceae,Naturalised/Invasive,Mexico
Cosmos sulphureus Cav.,Asteraceae,Casual/Naturalised,Mexico
Cotula australis Hk. f.,Asteraceae,Naturalised/Invasive,Australia
Couroupita guianensis Aubl.,Lecythidaceae,Cultivated,South America
Crassocephalum crepidioides S. Moore,Asteraceae,Invasive,Tropical Africa
Crassocephalum crepidioides S. Moore,Asteraceae,Naturalised/Invasive,Tropical Africa
Craterostigma plantagineum Hochst.,Scrophulariaceae,Naturalised,Tropical America
Crescentia cujete L.,Bignoniaceae,Cultivated,Tropical America
Crocus sativus L.,Iridaceae,Cultivated,Cryptogenic
Crotalaria agatiflora Sch. ex Engl.,Paplionaceae,Cultivated,Tropical Africa
Crotalaria incana L.,Paplionaceae,Naturalised/Invasive,Tropical America
Crotalaria juncea L.,Paplionaceae,Naturalised/Invasive,Cryptogenic
Crotalaria medicaginea Lam.,Paplionaceae,Naturalised,Australasia
Crotalaria micans Link ,Paplionaceae,Naturalised,Tropical America
Crotalaria spectabilis Roth,Paplionaceae,Cultivated,Malayan peninsula
Croton bonplandianum Baill.,Euphorbiaceae,Invasive,South America
Croton tiglium L.,Euphorbiaceae,Cultivated,Southeast Asia
Cryptomeria japonica L. f.,Taxodiaceae,Cultivated,China & Japan
Cryptostegia grandiflora R. Br.,Asclepiadaceae,Invasive,Madagascar
Cucurbita maxima Duch.,Cucurbitaceae,Cultivated,Central America
Cucurbita moschata Duch. ex Poir.,Cucurbitaceae,Cultivated,Central America
Cucurbita pepo L.,Cucurbitaceae,Cultivated,Central America
Cuminum cyminum L.,Apiaceae,Cultivated,Mediterranean region
Cunninghamia lanceolata Lam.,Taxodiaceae,Cultivated,China
Cupaniopsis anacardioides (A. Rich.) Radlk.,Sapindaceae,Cultivated,Australasia
Cuphea lanceolata Ait.,Lythraceae,Cultivated,Mexico
Cupressus arizonica Greene,Cupressaceae,Casual/Naturalised,Mexico
Cupressus funebris Endl.,Cupressaceae,Cultivated,China 
Cupressus goveniana Gord.,Cupressaceae,Casual/Naturalised,North America
Cupressus lusitanica Mill.,Cupressaceae,Cultivated,Mexico
Cupressus sempervirens L.,Cupressaceae,Cultivated,Cyprus
Cuscuta campestris Yuncker,Cucscutaceae,Naturalised/Invasive,West Indies
Cyamopsis tetragonolobus (L.) Taubert ,Paplionaceae,Cultivated,Western Africa
Cycas revoluta Thunb.,Cycadaceae,Casual/Naturalised,China & Japan
Cyclanthera pedata Schrad.,Cucurbitaceae,Cultivated,South America
Cyclospermum leptophyllum Britt. & Wilson ,Apiaceae,Invasive,Tropical America
"Cymbalaria muralis (L.) Gaert. f., Mey. & Sch.",Scrophulariaceae,Casual/Naturalised,Europe
Cymbopogon citratus (DC.) Stapf,Poaceae,Casual,Malayan peninsula
Cymbopogon schoenanthus Spreng.,Poaceae,Cultivated,Tropical Africa
Cynodon plectostachyus (K. Schum.) Pilg.,Poaceae,Casual/Naturalised,Tropical Africa
Cynoglossum amabile Stapf & Drummond,Boraginaceae,Cultivated,Far East Asia
Cyperus alopecuroides Rottb.,Cyperaceae,Naturalised/Invasive,Paleotropical
Cyperus arenarius Retz.,Cyperaceae,Naturalised,West Asia
Cyperus difformis L.,Cyperaceae,Invasive,Tropical America
Cyperus esculentus L.,Cyperaceae,Naturalised/Invasive,West Asia & Africa
Cyperus flabelliformis Rottb.,Cyperaceae,Naturalised/Invasive,Tropical Africa
Cyperus involucratus Rottb. ,Cyperaceae,Casual/Naturalised,Paleotropical
Cyperus iria L.,Cyperaceae,Invasive,Paleotropical
Cyperus papyrus L.,Cyperaceae,Naturalised,Tropical Africa
Cyperus prolifer Lam.,Cyperaceae,Casual/Naturalised,Tropical East Africa
Cyperus pumilus L.,Cyperaceae,Naturalised/Invasive,Paleotropical
Cyperus pygmaeus Rottb.,Cyperaceae,Naturalised/Invasive,Pantropical
Cyperus rotundus L.,Cyperaceae,Invasive,Pantropical
Cytisus canariensis Steud.,Paplionaceae,Naturalised,Canary Islands
Cytisus proliferus L. f.,Paplionaceae,Naturalised,Mediterranean region
Cytisus scoparius (L.) Link,Paplionaceae,Invasive,Europe
Dactyliandra welwitschii Hook. f.,Cucurbitaceae,Naturalised,Tropical southern Africa
Dactylis glomerata L.,Poaceae,Naturalised,Northern Africa
Dactyloctenium aegyptium (L.) P. Beauv.,Poaceae,Naturalised/Invasive,Pantropical
Dactyloctenium scindicum Boiss.,Poaceae,Casual,Middle East
Dahlia imperialis Roezl,Asteraceae,Naturalised,Mexico
Dahlia pinnata Cav.,Asteraceae,Casual,Mexico
Dahlia variabilis Desf.,Asteraceae,Casual,Mexico
Dalbergia cultrata R. Grah.,Paplionaceae,Cultivated,Myanamar
Dalbergia melanoxylon Guill. & Pers.,Paplionaceae,Naturalised,Tropical Africa
Datura ferox L.,Solanaceae,Naturalised/Invasive,China
Datura inoxia Mill.,Solanaceae,Invasive,South America
Datura metel L.,Solanaceae,Invasive,Tropical America
Datura quercifolia Kunth.,Solanaceae,Naturalised,North America
Datura stramonium L.,Solanaceae,Invasive,Tropical America
Daucus carota L.,Apiaceae,Invasive,Temperate Eurasia
Deeringia amaranthoides (Lamk.) Merr.,Amaranthaceae,Naturalised,Tropical Asia
Delonix elata Gamble,Caesalpiniaceae,Cultivated,Tropical Africa
Delonix regia Rafin.,Caesalpiniaceae,Casual/Naturalised,Madagascar
Dendrocalamus giganteus Munro,Poaceae,Naturalised,Malayan peninsula
Dendrocalamus longispathus Kurz,Poaceae,Cultivated,Myanamar
Dendrocalamus membranaceus Munro,Poaceae,Cultivated,Myanamar
Dendrocalamus strictus Nees.,Poaceae,Naturalised,Myanamar
Dentella repens J. R. Forst. et. Forst.,Rubiaceae,Naturalised,Australasia
Dentella serpyllifolia Wall. ex Airy-Shaw,Rubiaceae,Naturalised/Invasive,Australiasia
Desmanthus virgatus (L.) Willd.,Mimosaceae,Invasive,Tropical America
Desmodium microphyllum (Thunb.) DC.,Paplionaceae,Naturalised,Australasia
Desmodium tortuosum DC.,Paplionaceae,Naturalised,America
Desmodium triflorum DC.,Paplionaceae,Naturalised/Invasive,Pantropical
Desmos chinensis Lour,Annonaceae,Cultivated,South East Asia
Deutzia gracilis Sieb. & Zucc.,Philadelphaceae,Cultivated,Japan
Deutzia scabra Thunb.,Philadelphaceae,Cultivated,China & Japan
Dianthera secunda Griseb.,Acanthaceae,Cultivated,West Indies
Dianthus barbatus L.,Caryophyllaceae,Casual,China
Dianthus caryophyllus L.,Caryophyllaceae,Casual,Europe & northern Africa
Dianthus chinensis L.,Caryophyllaceae,Casual,China & Japan
Dicoma tomentosa Cass.,Asteraceae,Invasive,Tropical Africa
